model_name,video_id,prompt,CLIP Score,X-CLIP Score,BLIP-BLEU,T2VScore-A (GPT-4V)
gen2,333,"In Jamini Roy style, a father and a son playing tennis",14.91509533,14.96467439,0.361934967,0.2
modelscope,333,"In Jamini Roy style, a father and a son playing tennis",21.14403725,15.93365669,0.257733479,0.2
pika,333,"In Jamini Roy style, a father and a son playing tennis",22.96501541,13.35305299,0.271451225,1
zeroscope,333,"In Jamini Roy style, a father and a son playing tennis",21.04044533,19.25174522,0.454545454,0.8
floor33,334,a man heading a soccer ball in oil painting style,28.33419037,7.707143545,0.486750489,0.75
gen2,334,a man heading a soccer ball in oil painting style,23.40203094,14.11007261,0.5,0.75
modelscope,334,a man heading a soccer ball in oil painting style,30.91997337,15.63673902,0.6,0.75
pika,334,a man heading a soccer ball in oil painting style,29.08174133,17.87371434,0.497132954,0.75
zeroscope,334,a man heading a soccer ball in oil painting style,20.79747391,9.544540644,0.181818182,0.25
floor33,335,A Chris Ofili painting ofa sad man with green hair,20.00865364,8.782203913,0.3,0
gen2,335,A Chris Ofili painting ofa sad man with green hair,26.80620003,15.58493908,0.397706363,0
modelscope,335,A Chris Ofili painting ofa sad man with green hair,20.94737625,9.75261569,0.454545455,0
pika,335,A Chris Ofili painting ofa sad man with green hair,28.07985878,17.86331537,0.333333333,1
zeroscope,335,A Chris Ofili painting ofa sad man with green hair,29.35487175,15.60557032,0.486750489,0.75
floor33,336,"With the style of Howard Hodgkin, a woman with sunglasses and red hair",24.61599922,6.160111904,0.267630714,0.2
gen2,336,"With the style of Howard Hodgkin, a woman with sunglasses and red hair",26.1655407,5.825788498,0.267630714,0.8
modelscope,336,"With the style of Howard Hodgkin, a woman with sunglasses and red hair",25.67776871,6.732578635,0.378978599,0.6
pika,336,"With the style of Howard Hodgkin, a woman with sunglasses and red hair",28.03928566,8.964113659,0.460022207,0.6
zeroscope,336,"With the style of Howard Hodgkin, a woman with sunglasses and red hair",18.78508949,8.623976946,0.200723036,0
floor33,337,a man looking at a distant mountain in Sci-fi style,23.82767487,12.10119772,0.333333333,0.75
gen2,337,a man looking at a distant mountain in Sci-fi style,24.07164955,12.75778484,0.5,1
modelscope,337,a man looking at a distant mountain in Sci-fi style,23.73010826,11.77803373,0.384615385,1
pika,337,a man looking at a distant mountain in Sci-fi style,27.21990204,14.82661449,0.416666667,1
zeroscope,337,a man looking at a distant mountain in Sci-fi style,24.75300789,10.56096649,0.486750489,1
floor33,338,The old man the boat. in watercolor style,30.2121582,16.30316591,0.333333333,1
gen2,338,The old man the boat. in watercolor style,28.31381989,10.81453339,0.222222222,0.75
modelscope,338,The old man the boat. in watercolor style,29.9442749,13.62631655,0.25,0.75
pika,338,The old man the boat. in watercolor style,18.30090141,8.796588368,0.272727273,0.75
zeroscope,338,The old man the boat. in watercolor style,27.04998779,16.84138513,0.25,0.75
floor33,339,"In Jamini Roy style, We painted the wall with cracks.",16.79819298,8.964756966,0.3,0.333333333
gen2,339,"In Jamini Roy style, We painted the wall with cracks.",20.8663826,9.731288393,0.1,0.333333333
modelscope,339,"In Jamini Roy style, We painted the wall with cracks.",23.36536407,13.86695218,0.133333333,0.333333333
pika,339,"In Jamini Roy style, We painted the wall with cracks.",19.50609016,12.66740788,0.3,0
zeroscope,339,"In Jamini Roy style, We painted the wall with cracks.",22.06207657,12.08305621,0.181818182,0.333333333
floor33,340,Mary gave the child the dog bit a Band-Aid. in emoji style,19.84874725,8.491492987,0.081873075,0
modelscope,340,Mary gave the child the dog bit a Band-Aid. in emoji style,21.04870987,11.56943989,0.151632665,0.25
pika,340,Mary gave the child the dog bit a Band-Aid. in emoji style,29.48143959,6.103700744,0.249027468,0.5
zeroscope,340,Mary gave the child the dog bit a Band-Aid. in emoji style,13.57170582,7.989514709,0.083009156,0
floor33,341,"Andy Kehoe style, The man who whistles tunes pianos.",27.88067627,13.77412319,1.22E-16,0
gen2,341,"Andy Kehoe style, The man who whistles tunes pianos.",24.51872063,7.496612986,1.22E-16,0
modelscope,341,"Andy Kehoe style, The man who whistles tunes pianos.",24.03099442,14.42766237,8.93E-17,0.25
pika,341,"Andy Kehoe style, The man who whistles tunes pianos.",26.17175484,12.01596885,9.81E-17,0.5
zeroscope,341,"Andy Kehoe style, The man who whistles tunes pianos.",13.31953144,12.47698879,1.23E-16,0
floor33,342,"One morning I chased an elephant in my pajamas, Disney movie style",25.76071548,16.25246334,0.033833821,0.2
gen2,342,"One morning I chased an elephant in my pajamas, Disney movie style",23.66261482,9.521163305,0.245619226,0.4
modelscope,342,"One morning I chased an elephant in my pajamas, Disney movie style",26.42031097,17.63268471,0.166018312,0.4
pika,342,"One morning I chased an elephant in my pajamas, Disney movie style",21.0189724,15.55165672,0.15922918,0.2
zeroscope,342,"One morning I chased an elephant in my pajamas, Disney movie style",22.17344284,11.43592525,0.083009156,0.2
floor33,343,A tourist is looking at a whale using a binocular in Time 1980 style,32.45018768,12.53397226,0.498594427,0.5
gen2,343,A tourist is looking at a whale using a binocular in Time 1980 style,22.71125031,9.388988892,0.284911101,0.5
modelscope,343,A tourist is looking at a whale using a binocular in Time 1980 style,21.67188072,8.571731925,0.201096014,0.5
pika,343,A tourist is looking at a whale using a binocular in Time 1980 style,24.13084412,12.06518332,0.214285714,0
zeroscope,343,A tourist is looking at a whale using a binocular in Time 1980 style,29.48661613,13.43983126,0.282160575,0.5
floor33,344,"The sparkling blue water of the swimming pool rippled gently in the warm sunshine. A few swimmers floated lazily on brightly colored pool floats, relaxing to the sound of splashing and laughter., Figurine style",25.55147362,13.82766199,0.053293249,0.384615385
gen2,344,"The sparkling blue water of the swimming pool rippled gently in the warm sunshine. A few swimmers floated lazily on brightly colored pool floats, relaxing to the sound of splashing and laughter., Figurine style",23.48040009,6.760381699,0.039969937,0.307692308
modelscope,344,"The sparkling blue water of the swimming pool rippled gently in the warm sunshine. A few swimmers floated lazily on brightly colored pool floats, relaxing to the sound of splashing and laughter., Figurine style",23.1999836,11.71149492,0.036287181,0.692307692
pika,344,"The sparkling blue water of the swimming pool rippled gently in the warm sunshine. A few swimmers floated lazily on brightly colored pool floats, relaxing to the sound of splashing and laughter., Figurine style",28.45282936,12.13082981,0.053293249,0.230769231
zeroscope,344,"The sparkling blue water of the swimming pool rippled gently in the warm sunshine. A few swimmers floated lazily on brightly colored pool floats, relaxing to the sound of splashing and laughter., Figurine style",21.414505,10.01254511,0.009693552,0.076923077
floor33,345,"The snow fell softly on the frozen lake, creating a serene winter wonderland. with the style of Figurine",22.44615555,12.32995605,0.272910251,0.5
gen2,345,"The snow fell softly on the frozen lake, creating a serene winter wonderland. with the style of Figurine",25.973526,11.40597844,0.163501974,0.5
modelscope,345,"The snow fell softly on the frozen lake, creating a serene winter wonderland. with the style of Figurine",25.06104469,15.84520555,0.179731586,0.5
pika,345,"The snow fell softly on the frozen lake, creating a serene winter wonderland. with the style of Figurine",28.92824745,9.984169748,0.240551519,0.5
zeroscope,345,"The snow fell softly on the frozen lake, creating a serene winter wonderland. with the style of Figurine",20.55125237,13.22691512,0.252721108,0.5
floor33,346,"A rainbow arched across the sky, adding a burst of color to the green meadow.  in Egyptian tomp hieroglyphics style",28.26929283,12.47735167,0.130922146,0.714285714
gen2,346,"A rainbow arched across the sky, adding a burst of color to the green meadow.  in Egyptian tomp hieroglyphics style",29.59784317,12.89163637,0.11156508,0.714285714
modelscope,346,"A rainbow arched across the sky, adding a burst of color to the green meadow.  in Egyptian tomp hieroglyphics style",28.43722916,14.04092503,0.147151776,0.571428571
pika,346,"A rainbow arched across the sky, adding a burst of color to the green meadow.  in Egyptian tomp hieroglyphics style",30.52044678,11.0916517,0.130922146,0.571428571
zeroscope,346,"A rainbow arched across the sky, adding a burst of color to the green meadow.  in Egyptian tomp hieroglyphics style",16.31707191,9.31575346,0.080224212,0
floor33,347,"With the style of abstract cubism, The flowers swayed in the gentle breeze, releasing their sweet fragrance.",20.01695251,10.3292079,0.040581558,0.2
gen2,347,"With the style of abstract cubism, The flowers swayed in the gentle breeze, releasing their sweet fragrance.",21.74365616,9.768633048,2.76E-16,0.2
modelscope,347,"With the style of abstract cubism, The flowers swayed in the gentle breeze, releasing their sweet fragrance.",25.08464432,17.83749151,0.079939873,0.4
pika,347,"With the style of abstract cubism, The flowers swayed in the gentle breeze, releasing their sweet fragrance.",21.26287651,9.556050407,0.105377869,0.2
zeroscope,347,"With the style of abstract cubism, The flowers swayed in the gentle breeze, releasing their sweet fragrance.",21.61860657,17.66004038,0.099317061,0.2
floor33,348,"Polaroid style, The snow-capped mountains towered above, their peaks piercing the clouds.",24.65964127,18.25548363,0.083009156,0.5
gen2,348,"Polaroid style, The snow-capped mountains towered above, their peaks piercing the clouds.",25.71895027,14.26997622,0.069934523,0.75
modelscope,348,"Polaroid style, The snow-capped mountains towered above, their peaks piercing the clouds.",21.7581749,15.01712322,0.083333333,0.5
pika,348,"Polaroid style, The snow-capped mountains towered above, their peaks piercing the clouds.",23.63241959,20.17982292,0.15922918,0.75
zeroscope,348,"Polaroid style, The snow-capped mountains towered above, their peaks piercing the clouds.",25.86280441,13.95525527,0.15922918,0.75
floor33,349,A Madhubani art painting ofA bright office with a large window and modern furniture. People are typing on their computers and talking on the phone.,23.14438057,15.52800131,0.075117029,0.571428571
gen2,349,A Madhubani art painting ofA bright office with a large window and modern furniture. People are typing on their computers and talking on the phone.,26.76656151,19.5606761,0.091683395,0.857142857
modelscope,349,A Madhubani art painting ofA bright office with a large window and modern furniture. People are typing on their computers and talking on the phone.,23.20131683,16.40919065,0.050921229,0.571428571
pika,349,A Madhubani art painting ofA bright office with a large window and modern furniture. People are typing on their computers and talking on the phone.,26.7090683,19.59341876,0.14102726,0.571428571
zeroscope,349,A Madhubani art painting ofA bright office with a large window and modern furniture. People are typing on their computers and talking on the phone.,24.14261055,15.22577357,0.056337772,0.571428571
floor33,350,"In Roy Lichtenstein style, In the video, a serene waterfall cascades down a rocky terrain. The water flows gently, creating a peaceful ambiance.",33.27698517,17.02653313,0.093809817,0.625
gen2,350,"In Roy Lichtenstein style, In the video, a serene waterfall cascades down a rocky terrain. The water flows gently, creating a peaceful ambiance.",30.22101593,11.32294774,0.122149448,0.625
modelscope,350,"In Roy Lichtenstein style, In the video, a serene waterfall cascades down a rocky terrain. The water flows gently, creating a peaceful ambiance.",28.77828979,10.44399905,0.043586311,0.125
pika,350,"In Roy Lichtenstein style, In the video, a serene waterfall cascades down a rocky terrain. The water flows gently, creating a peaceful ambiance.",28.01864433,14.0936186,0.076677483,0.875
zeroscope,350,"In Roy Lichtenstein style, In the video, a serene waterfall cascades down a rocky terrain. The water flows gently, creating a peaceful ambiance.",23.04891777,4.490572572,0.091612086,0
floor33,351,"In Andrew Warhol style, The flowing water sparkled under the golden sunrise in a peaceful mountain river.",29.54853058,18.2339077,0.210755738,0.666666667
